kralj,0.11595793,0.1828358208955224,lep,sam,vreden
gospod,0.6603051,0.26803482587064675,velik
kuhar,0.94445616,0.12126865671641791,izučen,ročen,izučen
mlinar,0.96240115,0.42786069651741293
