vika,0.96691304,0.06944444444444446,prijazen
manca,0.14751656,0.22222222222222224,prvi
frida,0.2902576,0.22222222222222224,strašljiv
janko,0.13658813,0.22222222222222224
feri,0.9325555,0.20833333333333337
aaaaauuuuuuuu,0.318001,0.05555555555555556
