pastir,0.97279406,0.4201465201465202,mlad,umazan
krava,0.97279406,0.2728937728937729,mlad,spremenjen
vila,0.97947234,0.17912087912087918,mlad,lep,menin,spremenjen,preplašen
belka,0.15291204,0.12783882783882786,tretji
