zmaj,0.4106071,0.31666666666666665,strašen,jeden,plemenitaški
medved,0.6933562,0.3547619047619048,ostal
brat,0.624571,0.2619047619047619
sraka,0.6433001,0.06666666666666667,jeden,spehan
