grof,riba,0.03849999999999999,0.12
gospod,kuhar,-0.31609999999999994,0.16
kuhar,riba,-0.6433333333333333,0.16
gospod,riba,-1.7075,0.04
gospod,kuhar,-1.7075,
grof,kuhar,-0.4455,0.2
grof,kuhar,0.2975,
kuhar,zlatolaska,0.44727272727272727,0.16
gospod,zlatolaska,1.09725,0.08
gospod,kuhar,1.09725,
gospod,grof,-0.36,0.04
gospod,grof,-0.36,
grof,zlatolaska,0.9923333333333333,0.04
